GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
200,318.38,12322.52,16462.29,-13837.61,10572.96,6465.63,-12819.28,-117044.87,434.62,19484.9,-116610.25,-97125.35
201,316.01,12445.84,16483.06,-13822.45,10856.63,6468.71,-12880.36,-117271.11,437.48,19867.44,-116833.63,-96966.19
202,353.16,12469.9,16504.95,-13895.44,10275.96,6422.91,-12815.71,-116849.93,433.31,19315.72,-116416.62,-97100.9
203,374.94,12289.1,16522.58,-13834.39,9950.3,6467.85,-12755.14,-116521.71,438.41,19015.24,-116083.31,-97068.06
204,338.87,12382.54,16523.04,-13912.65,9853.25,6457.32,-12801.49,-116393.15,436.28,18840.88,-115956.88,-97115.99
205,334.84,12380.82,16522.35,-13884.69,9835.09,6419.74,-12718.06,-116442.7,436.73,18890.09,-116005.97,-97115.87
206,347.95,12372.14,16454.21,-13797.05,10081.66,6400.83,-12927.0,-116514.78,436.06,18932.73,-116078.72,-97145.98
207,350.32,12361.64,16488.86,-13910.06,9792.3,6449.12,-12831.98,-116310.09,436.2,18700.2,-115873.89,-97173.68
208,376.96,12328.1,16502.4,-13909.81,9670.68,6394.05,-12778.24,-116279.66,434.93,18584.13,-115844.73,-97260.6
209,346.01,12285.57,16486.7,-13834.64,9839.69,6404.13,-12893.8,-116390.21,439.21,18633.67,-115951.0,-97317.33
210,355.59,12316.47,16590.71,-13880.74,9722.24,6475.5,-12810.06,-116187.56,433.44,18769.71,-115754.12,-96984.41
211,344.43,12332.22,16582.42,-13831.93,9440.3,6463.72,-12823.24,-115943.55,432.77,18507.93,-115510.78,-97002.84
212,330.91,12308.26,16478.87,-13847.02,9863.04,6426.76,-12857.14,-116354.86,433.71,18703.67,-115921.15,-97217.48
213,340.98,12237.51,16481.17,-13878.98,9725.22,6452.12,-12756.1,-116229.95,431.95,18601.92,-115798.0,-97196.08
214,369.41,12340.39,16531.02,-13928.8,10136.7,6421.47,-12834.12,-116573.78,436.56,19036.07,-116137.22,-97101.15
215,361.35,12318.03,16537.5,-13841.52,9256.93,6459.26,-12731.27,-115882.8,436.72,18360.28,-115446.09,-97085.81
216,372.25,12205.1,16426.86,-13874.42,9709.01,6455.37,-12780.04,-116147.84,437.48,18514.12,-115710.36,-97196.24
217,350.8,12281.89,16515.51,-13889.63,9252.39,6461.48,-12809.18,-115721.86,430.52,18163.27,-115291.34,-97128.07
218,378.71,12279.61,16576.03,-13187.49,9655.51,6433.61,-12763.25,-116182.59,431.77,19372.72,-115750.82,-96378.09
219,355.6,12251.22,16451.65,-13875.53,9744.1,6486.74,-12780.84,-116276.45,435.4,18632.95,-115841.05,-97208.1
220,332.44,12297.16,16486.93,-13870.87,9442.34,6454.16,-12778.42,-115945.5,434.16,18363.75,-115511.34,-97147.58
221,359.8,12302.03,16531.4,-13517.74,9598.14,6431.98,-12840.15,-116062.51,437.03,18865.48,-115625.47,-96759.99
222,370.2,12236.7,16504.47,-13858.03,8986.14,6456.54,-12804.12,-115504.25,433.54,17891.92,-115070.72,-97178.8
223,357.99,12250.61,16445.88,-13866.26,9004.82,6434.57,-12779.23,-115515.5,433.11,17848.39,-115082.39,-97234.01
224,300.62,12405.83,16588.43,-13807.41,8654.15,6418.06,-12868.54,-115272.35,433.56,17691.15,-114838.79,-97147.65
225,324.81,12354.33,16520.29,-13857.04,8988.47,6463.37,-12725.68,-115651.6,429.92,18068.55,-115221.68,-97153.12
226,326.79,12362.19,16536.48,-13863.16,9192.12,6409.17,-12684.68,-115854.9,432.86,18278.91,-115422.05,-97143.14
227,359.85,12353.79,16451.48,-13944.17,9129.24,6438.87,-12860.95,-115531.65,432.59,17928.12,-115099.06,-97170.95
228,388.08,12447.79,16499.45,-13981.46,9293.47,6431.55,-12865.45,-115670.45,434.11,18213.43,-115236.34,-97022.91
229,342.85,12426.46,16496.05,-13838.67,9385.69,6476.29,-12880.19,-115753.83,434.2,18408.47,-115319.64,-96911.17
230,367.63,12435.2,16540.65,-13931.43,9066.38,6398.03,-12802.76,-115564.54,433.84,18073.69,-115130.7,-97057.01
231,344.36,12504.2,16510.1,-13870.96,9000.75,6435.63,-12901.78,-115472.18,433.1,18022.3,-115039.08,-97016.79
232,312.11,12337.46,16444.54,-13869.17,8425.81,6453.76,-12759.66,-115025.76,433.55,17344.86,-114592.21,-97247.35
233,361.68,12327.18,16478.69,-13973.15,8645.54,6432.55,-12737.45,-115172.75,427.18,17535.04,-114745.57,-97210.53
234,335.08,12305.04,16514.56,-13925.76,9059.17,6407.11,-12793.01,-115500.75,428.19,17902.2,-115072.57,-97170.37
235,349.09,12445.25,16566.29,-13677.03,8734.05,6530.36,-12743.73,-115403.37,432.79,18204.27,-114970.58,-96766.32
