GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
310,349.86,12406.82,16528.27,-13386.74,3477.79,6442.86,-12486.17,-110349.86,430.24,13332.68,-109919.62,-96586.94
311,334.63,12383.58,16498.38,-13880.08,3303.99,6401.33,-12460.33,-110125.98,430.23,12581.5,-109695.76,-97114.26
312,314.34,12418.83,16490.94,-13754.06,3511.02,6415.52,-12436.2,-110392.15,429.39,12960.39,-109962.76,-97002.37
313,345.53,12335.09,16527.05,-13439.05,3269.73,6411.47,-12507.09,-110028.34,427.53,12942.73,-109600.81,-96658.08
314,345.32,12319.82,16486.03,-13377.02,2897.81,6454.85,-12574.25,-109703.47,430.36,12552.57,-109273.11,-96720.54
315,351.75,12407.37,16422.63,-11621.11,3149.44,6410.42,-12489.8,-110030.03,428.57,14630.71,-109601.46,-94970.75
316,367.65,12336.74,16486.75,-12920.49,3280.74,6444.24,-12436.76,-110221.94,431.7,13558.88,-109790.24,-96231.36
317,335.57,12189.04,16563.37,-13422.92,2880.68,6442.36,-12439.7,-109740.09,431.05,12548.4,-109309.03,-96760.64
318,374.27,12256.74,16506.23,-13651.51,2945.52,6414.84,-12555.63,-109757.24,428.23,12290.47,-109329.0,-97038.53
319,312.77,12353.37,16460.48,-13098.2,2130.84,6454.69,-12372.93,-109127.45,423.68,12241.01,-108703.77,-96462.76
320,389.57,12249.72,16505.87,-13707.26,2564.34,6393.63,-12397.12,-109528.93,427.24,11998.76,-109101.69,-97102.93
321,362.98,12295.96,16476.42,-13848.91,2690.75,6423.97,-12576.22,-109537.46,426.17,11824.96,-109111.29,-97286.33
322,336.26,12307.55,16553.16,-13911.71,3205.51,6429.04,-12579.95,-110061.32,428.24,12339.86,-109633.07,-97293.21
323,327.42,12382.6,16486.88,-13945.22,3457.38,6430.29,-12552.12,-110264.88,426.54,12587.23,-109838.34,-97251.11
324,308.58,12653.4,16542.12,-13972.8,3568.08,6447.03,-12679.87,-110280.71,428.32,12866.54,-109852.39,-96985.84
325,329.78,12191.79,16510.01,-13450.1,3176.96,6464.84,-12469.68,-110023.65,430.35,12753.61,-109593.29,-96839.69
326,402.5,12454.11,16483.0,-13881.46,3168.59,6415.91,-12569.2,-110013.08,425.07,12473.44,-109588.01,-97114.57
327,352.27,12386.23,16532.69,-13906.68,3830.88,6410.59,-12560.49,-110683.88,428.94,13045.49,-110254.93,-97209.44
328,373.89,12324.45,16502.38,-13933.93,3562.85,6429.0,-12488.14,-110478.55,427.56,12770.48,-110050.99,-97280.51
329,351.82,12303.36,16510.73,-13851.6,3910.78,6460.46,-12541.75,-110691.16,426.31,13143.8,-110264.85,-97121.06
330,362.45,12284.07,16483.25,-13913.3,3705.44,6446.79,-12440.39,-110592.9,428.83,12928.31,-110164.07,-97235.76
331,376.56,12346.17,16434.79,-12958.87,3540.33,6443.08,-12504.91,-110469.74,427.24,13677.14,-110042.5,-96365.36
332,338.5,12356.53,16559.41,-13831.38,3521.94,6435.83,-12406.69,-110615.42,429.23,12974.14,-110186.2,-97212.06
333,366.57,12308.09,16404.68,-13866.89,3862.88,6487.46,-12520.8,-110756.34,431.25,13041.99,-110325.09,-97283.1
334,390.64,12253.18,16511.65,-13719.58,3404.0,6396.63,-12447.34,-110457.54,430.34,12789.19,-110027.21,-97238.02
335,304.19,12281.16,16516.5,-13754.21,3350.82,6487.37,-12361.83,-110371.93,429.62,12824.0,-109942.31,-97118.31
336,360.23,12367.15,16543.81,-13539.06,3549.8,6442.13,-12520.8,-110416.47,431.28,13203.27,-109985.18,-96781.91
337,359.41,12345.48,16514.95,-11958.12,3458.7,6423.38,-12593.98,-110378.0,429.1,14549.82,-109948.9,-95399.08
338,366.74,12375.56,16525.03,-13919.13,3366.39,6470.17,-12444.18,-110316.8,429.85,12740.57,-109886.96,-97146.39
339,344.35,12294.8,16548.75,-13593.95,3558.27,6449.16,-12588.11,-110316.14,431.38,13013.27,-109884.76,-96871.5
340,330.96,12320.92,16561.36,-13725.41,2840.26,6460.69,-12601.76,-109757.15,427.26,12187.01,-109329.89,-97142.88
341,353.85,12452.35,16528.58,-13735.77,3174.2,6447.07,-12600.22,-110049.74,428.45,12620.06,-109621.29,-97001.24
